ECName;WTGEvent;type;description;isDowntime;isFault;Cause;Nature;resetType;alarmLevel;notes;changed
V80VestasErrorCode;15;Turbine;[15] - Too many IncOpState routines;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;17;Turbine;[17] - Too many interval timers;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;807;Turbine;[807] - Too many interval usec timers;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;39;Turbine;[39] - Too many log slaves;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;19;Turbine;[19] - Too many msec timers;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;18;Turbine;[18] - Too many sec timers;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;29;Turbine;[29] - Too many square filters;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;13;Turbine;[13] - Too many sublogics;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;921;Turbine;[921] - Too many Tow: acc, X warnings;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;249;No error;[249] - Too many warnings in queue;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;16;Turbine;[16] - Too many WriteProlog routines;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;4;User;[4] - Top CT missing;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;106;Turbine;[106] - Top OpSt: change timeout;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;98;Turbine;[98] - Top err, Address;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;910;Turbine;[910] - Tow: acc, X Fault;1;1;DEV_UN;Vibration;Auto short;11;;-1
V80VestasErrorCode;296;Turbine;[296] - Tow: acc, X Alarm;1;1;ENV;Vibration;Auto short;11;;-1
V80VestasErrorCode;922;Turbine;[922] - Tow: acc, X-dead;1;1;ENV;Vibration;Remote;1;;-1
V80VestasErrorCode;911;Turbine;[911] - Tow: acc, Y Fault;1;1;ENV;Vibration;Auto short;11;;-1
V80VestasErrorCode;297;Turbine;[297] - Tow: acc, Y Alarm;1;1;ENV;Vibration;Auto short;11;;-1
V80VestasErrorCode;986;Turbine;[986] - TowerAcc No zero cross;1;1;ENV;Vibration;Auto long;11;;-1
V80VestasErrorCode;960;Turbine;[960] - Transformer Hatch Fb;1;1;ENV;Transformer;Remote;1;;-1
V80VestasErrorCode;3174;Turbine;[3174] - TransformerHighCoreTemp;1;1;ENV;Transformer;Remote;1;;-1
V80VestasErrorCode;430;Turbine;[430] - Transm: osc,;1;1;ENV;Other;Auto short;11;;-1
V80VestasErrorCode;3144;Turbine;[3144] - TransParam MainLSCState;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3136;Turbine;[3136] - TransParam MainLSCState;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;2661;Turbine;[2661] - TransTempExtHigh;1;1;DEV_UN;Temperature;Local;1;;-1
V80VestasErrorCode;89;Turbine;[89] - Trip F60 L;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;311;Turbine;[311] - Trip Q8 Feedback error K;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;314;Turbine;[314] - Trip Q8 high current L;1;1;DEV_UN;Electrical;Auto long;11;;-1
V80VestasErrorCode;128;Grid;[128] - Trip Q8 L;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;3073;Turbine;[3073] - TripHVButtonActivated;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;942;Turbine;[942] - TripQ8 extr high HydTemp;1;1;DEV_UN;Temperature;Local;1;;-1
V80VestasErrorCode;3158;Turbine;[3158] - UnexpContFB;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;11;Turbine;[11] - Unexpected interrupt;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;65;Turbine;[65] - Unused Opcode;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;663;Turbine;[663] - VCMS: error in historic DB;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;681;Turbine;[681] - VCMS: No gnd communication;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;682;Turbine;[682] - VCMS: No hub communication;1;1;DEV_UN;Hub;Remote;1;;-1
V80VestasErrorCode;680;Turbine;[680] - VCMS: No top communication;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;683;Turbine;[683] - VCMS: No VCPM communication;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;684;Turbine;[684] - VCMS: Parameter mismatch;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;494;Turbine;[494] - VCMS:AMA11 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;755;Turbine;[755] - VCMS:AMA11;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;503;Turbine;[503] - VCMS:AMA12 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;756;Turbine;[756] - VCMS:AMA12;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;512;Turbine;[512] - VCMS:AMA13 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;929;Turbine;[929] - No Pitch Hydraulic Power;1;1;DEV_UN;Pitch_system;Remote;1;;-1
V80VestasErrorCode;850;Turbine;[850] - No RT DC Undervoltage;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;754;Grid;[754] - no RT Dip no e-2;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;726;Turbine;[726] - No RT Ex, Hig, Rot, Cur L;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;725;Turbine;[725] - No RT High Rotor Cur L;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;727;Turbine;[727] - No RT Rotor HW Error L;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;250;No error;[250] - No space in warning log;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;180;Turbine;[180] - No yawpulses;1;1;DEV_UN;Yaw_system;Remote;1;;-1
V80VestasErrorCode;216;Turbine;[216] - Oil leakage in Hub;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;31;Turbine;[31] - OpSt change: Run -> Run;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;965;Turbine;[965] - OptiStop Alive Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;964;Turbine;[964] - OptiStop Communication Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;963;Turbine;[963] - OptiStop Internal Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;968;Turbine;[968] - OptiStop Plug Mounted Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;966;Turbine;[966] - OptiStop Rotor Speed Fault;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;967;Turbine;[967] - OptiStop Rotor Speed Std Dev;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;970;Turbine;[970] - OptiStop Ups1 Battery Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;971;Turbine;[971] - OptiStop Ups2 Battery Fault;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;32;Turbine;[32] - Out of ArcNet xmit pools;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;185;Turbine;[185] - Outyawing too much;1;1;DEV_UN;Yaw_system;Local;1;;-1
V80VestasErrorCode;3323;Turbine;[3323] - OverspeedGuardConfErr:Setting;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;337;Turbine;[337] - Overtemp charging DC;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;340;Turbine;[340] - OVP active UDC;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;341;Turbine;[341] - OVPHwErr UDC;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;884;Ambient;[884] - P Curve Ice;1;1;ENV;Ice;Auto short;11;;-1
V80VestasErrorCode;3122;Turbine;[3122] - PitchValCErr: VelocityC;1;1;DEV_UN;Pitch_system;Remote;1;;-1
V80VestasErrorCode;3123;Turbine;[3123] - PitchVelocityDiffExceed;1;1;DEV_UN;Pitch_system;Remote;1;;-1
V80VestasErrorCode;1000;Grid;[1000] - Power Backup On/Off Status;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;883;Turbine;[883] - Power Curve;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;63;Turbine;[63] - Power telegraph timeout;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;133;Turbine;[133] - Power OpSt Run;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;3453;Turbine;[3453] - PowerBackupSupplyActive;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;195;Turbine;[195] - PowerError;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;193;Turbine;[193] - PowerSTD;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;3172;Turbine;[3172] - PowerStopHighTemp;1;1;DEV_UN;Temperature;Local;1;;-1
V80VestasErrorCode;3173;Turbine;[3173] - PowerStopOverTemp;1;1;DEV_UN;Temperature;Local;1;;-1
V80VestasErrorCode;2954;Turbine;[2954] - PowerSupplyHighFreq;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;2953;Turbine;[2953] - PowerSupplyLowFreq;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;3348;Turbine;[3348] - PressureControlSuppressed;1;1;DEV_UN;Control_system;Remote;1;;-1
V80VestasErrorCode;3166;Turbine;[3166] - PSCCCANErr ConvMod;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3165;Turbine;[3165] - PSCCHWErr ConvMod;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3164;Turbine;[3164] - PwrStopActive;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;352;User;[352] - Q7 breaker open;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;353;User;[353] - Q8 breaker open;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;838;Turbine;[838] - Q8 contactor in state;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;642;Turbine;[642] - RCC CE overvoltage;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;636;Turbine;[636] - RCC communication error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;626;Turbine;[626] - RCC CRC error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;637;Turbine;[637] - RCC error in master prom;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;630;Turbine;[630] - RCC header error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;644;Turbine;[644] - RCC high temperature;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;646;Turbine;[646] - RCC high voltage;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;632;Turbine;[632] - RCC ILIM error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;631;Turbine;[631] - RCC IVCE error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;645;Turbine;[645] - RCC low temperature;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;647;Turbine;[647] - RCC low voltage;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;638;Turbine;[638] - RCC NAK during upload;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;639;Turbine;[639] - RCC NAK start appl,;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;874;Turbine;[874] - RCC not ready at gen, Connect;1;1;DEV_UN;Generator;Auto short;11;;-1
V80VestasErrorCode;643;Turbine;[643] - RCC OVP active;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;635;Turbine;[635] - RCC RAM error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;629;Turbine;[629] - RCC status error;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;633;Turbine;[633] - RCC temperature error;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;627;Turbine;[627] - RCC Timeout;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;634;Turbine;[634] - RCC voltage error;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;686;Turbine;[686] - RCC bin File missing;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;685;Turbine;[685] - RCCPRM bin File missing;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;689;Turbine;[689] - Remote AP Crash;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;604;Turbine;[604] - Remote Reboot;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;328;Turbine;[328] - Rotor inv, HW error L;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;158;Turbine;[158] - Rotor RPM Gen, RPM;1;1;DEV_UN;Rotor;Auto short;11;;-1
V80VestasErrorCode;837;Turbine;[837] - RT AGO2Sta Cyc, Count;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;703;Grid;[703] - RT Dip exc, lim,;1;1;DEV_UN;Electrical;Auto long;11;;-1
V80VestasErrorCode;811;Grid;[811] - RT not allowed, Dip no;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;836;Turbine;[836] - RT IntAGO2CtrlErr;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;3155;Turbine;[3155] - RundownTimeout;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;162;Turbine;[162] - Safety-pressostat brake;1;1;DEV_UN;Brake_system;Remote;1;;-1
V80VestasErrorCode;3328;Turbine;[3328] - SafetySysCheckSumErr;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3327;Turbine;[3327] - SafetySysCommErr;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3069;Turbine;[3069] - SafetySystemErr;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;22;Turbine;[22] - Sec timer not initialized;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;6;Turbine;[6] - Serial communication not init;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;914;Turbine;[914] - Shutdown timeout Pause Fast;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;913;Turbine;[913] - Shutdown timeout Pause Slow;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;916;Turbine;[916] - Shutdown timeout Stop Fast;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;169;Turbine;[169] - Thermoerr: Nac, Fan;1;1;DEV_UN;Temperature;Auto short;11;;-1
V80VestasErrorCode;170;Turbine;[170] - Thermoerr: oil pump;1;1;DEV_UN;Temperature;Auto short;11;;-1
V80VestasErrorCode;662;Turbine;[662] - Thermoerr: VRCC fan High F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;398;Turbine;[398] - Thermoerror ext, VCS Fan F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;219;Turbine;[219] - Thermoerror Ext, Gen, Fan F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;2936;Turbine;[2936] - Thermoerror gear oil pump;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;801;Turbine;[801] - Thermoerror Hydr: cool F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;166;Turbine;[166] - Thermoerror hydraulicmotor;1;1;DEV_UN;Hydraulic_system;Auto long;11;;-1
V80VestasErrorCode;400;Turbine;[400] - Thermoerror IGBT fan F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;399;Turbine;[399] - Thermoerror IGBT pump F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;397;Turbine;[397] - Thermoerror Int: VCS Fan F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;217;Turbine;[217] - Thermoerror Int: Gen, Fan F A;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;218;Turbine;[218] - Thermoerror Int: Gen, Fan F B;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;661;Turbine;[661] - Thermoerror VRCC fan low F A;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;660;Turbine;[660] - Thermoerror VRCC Pump F;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;594;Turbine;[594] - Hoist mode failure;1;1;DEV_UN;Other;Not to be acknowledged;1;;-1
V80VestasErrorCode;3;User;[3] - Hub CT missing;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;687;Turbine;[687] - Hub Top Sync timeout;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;2999;Turbine;[2999] - HubPanelTempHigh;1;1;DEV_UN;Hub;Remote;1;;-1
V80VestasErrorCode;3000;Turbine;[3000] - HubPanelTempLow;1;1;DEV_UN;Hub;Remote;1;;-1
V80VestasErrorCode;3074;Turbine;[3074] - HVCBError;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;903;Turbine;[903] - Low oil level;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;80;Turbine;[80] - Low oil pressure;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;165;Turbine;[165] - Low oil-level: hydraulic;1;1;DEV_UN;Hydraulic_system;Local;1;;-1
V80VestasErrorCode;177;Turbine;[177] - Low processor temp, in ground;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;78;Turbine;[78] - Low processor temp, in Hub;1;1;DEV_UN;Hub;Auto long;11;;-1
V80VestasErrorCode;77;Turbine;[77] - Low processor temp, in Nacelle;1;1;DEV_UN;Nacelle_Sensor;Auto long;11;;-1
V80VestasErrorCode;145;Turbine;[145] - Low processor temp, in top;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;93;Grid;[93] - Low supply voltage CT3503;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;918;Turbine;[918] - Low temp, Gen bear DE;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;920;Turbine;[920] - Low temp, Gen bear NDE;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;851;Turbine;[851] - Low temp, Gen bearing;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;406;Turbine;[406] - Low temp, Slipring;1;1;DEV_UN;Slipring;Auto short;11;;-1
V80VestasErrorCode;201;Turbine;[201] - Low temperature Gen;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;135;Grid;[135] - Low voltage L;1;1;DEV_UN;Electrical;Auto long;11;;-1
V80VestasErrorCode;163;Turbine;[163] - Low workingpressure;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3258;Turbine;[3258] - LSCCurrLoadShare PSC Phase;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3139;Turbine;[3139] - LSCHWErr ConvModule Par2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3140;Turbine;[3140] - LSCHWErr_Info PhNr Par2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3372;Turbine;[3372] - Man Untwist Req;1;1;DEV_UN;Cable_untwist;Remote;1;;-1
V80VestasErrorCode;183;Turbine;[183] - Max autoyawtime;1;1;DEV_UN;Yaw_system;Remote;1;;-1
V80VestasErrorCode;112;Turbine;[112] - Max DP filt, A;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;253;Turbine;[253] - Max DP filt, A;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;286;Turbine;[286] - Max DP filt, B;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;153;Turbine;[153] - Max generator RPM;1;1;DEV_UN;Generator;Auto short;11;;-1
V80VestasErrorCode;196;Turbine;[196] - Max generator RPM;1;1;DEV_UN;Generator;Auto long;11;;-1
V80VestasErrorCode;171;Turbine;[171] - Max no of pitchconnect cmd;1;1;DEV_UN;Pitch_system;Auto short;11;;-1
V80VestasErrorCode;184;Turbine;[184] - Max outyawtime superceeded;1;1;DEV_UN;Yaw_system;Local;1;;-1
V80VestasErrorCode;130;Turbine;[130] - Max power Gen;1;1;DEV_UN;Generator;Remote;1;;-1
V80VestasErrorCode;154;Turbine;[154] - Max rotor RPM;1;1;DEV_UN;Rotor;Remote;1;;-1
V80VestasErrorCode;3324;Turbine;[3324] - Max time hydr, Pumping;1;1;DEV_UN;Hydraulic_system;Remote;1;;-1
V80VestasErrorCode;161;Turbine;[161] - Max time hydr, Pumping;1;1;DEV_UN;Hydraulic_system;Remote;1;;-1
V80VestasErrorCode;429;Turbine;[429] - Max warnings gen;1;1;DEV_UN;Generator;Auto short;11;;-1
V80VestasErrorCode;824;Turbine;[824] - Max Ph, Comp, FB Warnings;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;79;Ambient;[79] - Max Yaw error;1;1;DEV_UN;Yaw_system;Auto short;11;;-1
V80VestasErrorCode;344;Turbine;[344] - MDSP to VCPM Comm, timeout;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;431;Turbine;[431] - MDSP-SDSP Comm, timeout;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3134;Turbine;[3134] - MechGeneratorSpeed;1;1;DEV_UN;Generator;Remote;1;;-1
V80VestasErrorCode;561;Turbine;[561] - Memory allocation failed;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;211;Turbine;[211] - Metal chip detec;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;209;Turbine;[209] - Missing VAMS permission;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;3178;Turbine;[3178] - ModeSelectorInStop;1;1;DEV_UN;Vibration;Local;1;;-1
V80VestasErrorCode;3082;Turbine;[3082] - ModeSelectorOperationErr;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3255;Turbine;[3255] - MSCCurrLoadShare;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3130;Turbine;[3130] - MSCHWErr ConvModID;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;3131;Turbine;[3131] - MSCHWErrInfo Phase;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;23;Turbine;[23] - mSec timer not initialized;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3181;Turbine;[3181] - Nac Temp, Panel2Temp;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;3180;Turbine;[3180] - Nac Temp, Panel2Temp;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;2997;Turbine;[2997] - NacelleTemp, PanelTemp;1;1;DEV_UN;Nacelle_Sensor;Remote;1;;-1
V80VestasErrorCode;2996;Turbine;[2996] - NacelleTemp, PanelTemp;1;1;DEV_UN;Nacelle_Sensor;Remote;1;;-1
V80VestasErrorCode;131;Turbine;[131] - Negative power Gen;1;1;DEV_UN;Generator;Remote;1;;-1
V80VestasErrorCode;379;Turbine;[379] - No comm, with DeIce;1;1;DEV_UN;Ice;Local;1;;-1
V80VestasErrorCode;38;Turbine;[38] - No comm, with Hub;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;50;Turbine;[50] - No communication with CT3251;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;36;Turbine;[36] - No communication with Top;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;563;Turbine;[563] - No communication with VCMS;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;37;Turbine;[37] - No communication with VCPM;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;111;Turbine;[111] - No offline filtrat,;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;856;Turbine;[856] - No ParameterDefinition file;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;860;Turbine;[860] - No ParameterValues file;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;2970;Turbine;[2970] - PanelPowerSupplyHub24VError;1;1;DEV_UN;Hub;Remote;1;;-1
V80VestasErrorCode;2971;Turbine;[2971] - PanelPowerSupplyNacelle24VErr;1;1;DEV_UN;Nacelle_Sensor;Remote;1;;-1
V80VestasErrorCode;2972;Turbine;[2972] - PanelPowerSupplyTower24VError;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;751;Turbine;[751] - Parameters not recovered;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;959;Grid;[959] - pause after grid drop;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;957;Grid;[957] - pause after power cut out;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;309;Ambient;[309] - Pause over RCS;1;1;DEV_SC;Other;;1;;-1
V80VestasErrorCode;900;Ambient;[900] - Pause through local keyboard;1;1;DEV_SC;Other;;1;;-1
V80VestasErrorCode;1017;Turbine;[1017] - Pause through remote keyboard;1;1;DEV_SC;Other;Not to be acknowledged;1;;-1
V80VestasErrorCode;350;User;[350] - PFC breaker open;1;1;DEV_UN;Electrical;Local;1;;-1
V80VestasErrorCode;825;Turbine;[825] - Ph, C: low reac, Pow;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;339;Grid;[339] - Phase L;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;105;Turbine;[105] - Phase sequence check timed out;1;1;DEV_UN;Other;Lokal (Man, Computer;1;;-1
V80VestasErrorCode;3132;Turbine;[3132] - MaxRotorCurr;1;1;DEV_UN;Rotor;Remote;1;;-1
V80VestasErrorCode;103;Grid;[103] - PhaseSequence error;1;1;DEV_UN;Electrical;Lokal (Man, Computer;1;;-1
V80VestasErrorCode;104;Turbine;[104] - Phasesequence not measured;1;1;DEV_UN;Other;Lokal (Man, Computer;1;;-1
V80VestasErrorCode;2908;Turbine;[2908] - Pitch A BL unlock alarm;1;1;DEV_UN;Pitch_system;Local;1;;-1
V80VestasErrorCode;190;Turbine;[190] - Pitch A ref;1;1;DEV_UN;Pitch_system;Auto short;11;;-1
V80VestasErrorCode;2909;Turbine;[2909] - Pitch B BL unlock alarm;1;1;DEV_UN;Pitch_system;Local;1;;-1
V80VestasErrorCode;81;Turbine;[81] - Pitch B ref;1;1;DEV_UN;Pitch_system;Auto short;11;;-1
V80VestasErrorCode;2910;Turbine;[2910] - Pitch C BL unlock alarm;1;1;DEV_UN;Pitch_system;Local;1;;-1
V80VestasErrorCode;82;Turbine;[82] - Pitch C ref;1;1;DEV_UN;Pitch_system;Auto short;11;;-1
V80VestasErrorCode;87;Turbine;[87] - Pitch dev, min;1;1;DEV_UN;Pitch_system;Remote;1;;-1
V80VestasErrorCode;194;Turbine;[194] - Pitch too low;1;1;DEV_UN;Pitch_system;Remote;1;;-1
